Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
W093012,,,Tafisa,,,Wall Cabinet,,Material,Weekend Getaway,,,,,T7,,,,deny,manual,220.44,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Tafisa,,,Wall Cabinet,,Material,Winter Fun,,,,,T8,,,,deny,manual,220.44,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Tafisa,,,Wall Cabinet,,Material,Casting at First Light,,,,,T9,,,,deny,manual,220.44,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Tafisa,,,Wall Cabinet,,Material,Sugar on Ice,,,,,T10,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Alvic,,,Wall Cabinet,,Material,Gris Nube HG,,,,,A1,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Alvic,,,Wall Cabinet,,Material,Olmo HG,,,,,A2,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Alvic,,,Wall Cabinet,,Material,Como Ash 01,,,,,A3,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Alvic,,,Wall Cabinet,,Material,Como Ash 03,,,,,A4,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Alvic,,,Wall Cabinet,,Material,Ida 01,,,,,A5,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Alvic,,,Wall Cabinet,,Material,Ida 03,,,,,A6,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Alvic,,,Wall Cabinet,,Material,Roble Muratti 01,,,,,A7,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Alvic,,,Wall Cabinet,,Material,Roble Muratti 04,,,,,A8,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Alvic,,,Wall Cabinet,,Material,Gris Nube Zenit,,,,,A9,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Alvic,,,Wall Cabinet,,Material,Factory 01,,,,,A10,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Alvic,,,Wall Cabinet,,Material,Factory 02,,,,,A11,,,,deny,manual,180.99,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Egger,,,Wall Cabinet,,Material,Sand Gladstone Oak,,,,,E1,,,,deny,manual,222.22,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Egger,,,Wall Cabinet,,Material,Grey-Beige Gladstone Oak,,,,,E2,,,,deny,manual,222.22,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Egger,,,Wall Cabinet,,Material,Brown Tossini Elm,,,,,E3,,,,deny,manual,222.22,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Egger,,,Wall Cabinet,,Material,Tobacco Gladstone Oak,,,,,E4,,,,deny,manual,222.22,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Egger,,,Wall Cabinet,,Material,Tobacco Halifax Oak,,,,,E5,,,,deny,manual,222.22,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Egger,,,Wall Cabinet,,Material,Black Halifax Oak,,,,,E6,,,,deny,manual,222.22,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Egger,,,Wall Cabinet,,Material,Natural Halifax Oak,,,,,E7,,,,deny,manual,222.22,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
W093012,,,Egger,,,Wall Cabinet,,Material,White Halifax Oak,,,,,E8,,,,deny,manual,222.22,,,,,https://burst.shopifycdn.com/photos/green-t-shirt.jpg?width=5000,,,,,,,,,,,,,,,,,,,,g,,,,,active
