Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
Cuppowood-BP3596,,,,,,,,Material,Roble Muratti 01 2S,,,,,,,,,deny,manual,156.52,391.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,Roble Muratti 04 2S,,,,,,,,,deny,manual,156.52,391.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,Gris Nube Zenit 1S,,,,,,,,,deny,manual,251.16,627.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,Factory 01 1S,,,,,,,,,deny,manual,176.98,442.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,Factory 02 1S,,,,,,,,,deny,manual,176.98,442.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,Sand Gladstone Oak,,,,,,,,,deny,manual,202.93,507.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,Grey-Beige Gladstone Oak,,,,,,,,,deny,manual,202.93,507.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,Brown Tossini Elm,,,,,,,,,deny,manual,202.93,507.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,Tobacco Gladstone Oak,,,,,,,,,deny,manual,202.93,507.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,Tobacco Halifax Oak,,,,,,,,,deny,manual,202.93,507.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,Black Halifax Oak,,,,,,,,,deny,manual,202.93,507.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,Natural Halifax Oak,,,,,,,,,deny,manual,202.93,507.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BP3596,,,,,,,,Material,White Halifax Oak,,,,,,,,,deny,manual,202.93,507.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,"Base Column 3""W 34.5""H 24""D (BCOL3)",,,,,,,Material,Pearl White HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
Cuppowood-BCOL3,,,,,,,,Material,Winter Frost SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Sun Grey HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Sun Grey SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Stone Grey HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Stone Grey SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Eclipse HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Eclipse SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Royal Blue HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Royal Blue SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Majestic HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Majestic SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Brushed Aluminum,,,,,,,,,deny,manual,107.52,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,River Rock,,,,,,,,,deny,manual,107.52,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Sheer Beauty,,,,,,,,,deny,manual,107.52,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Fashionista,,,,,,,,,deny,manual,107.52,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,The Chameleon,,,,,,,,,deny,manual,107.52,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Weekend Getaway,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Winter Fun,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Casting at First Light,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Sugar on Ice,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Gris Nube HG 1S,,,,,,,,,deny,manual,176.84,442.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Olmo HG 1S ,,,,,,,,,deny,manual,176.84,442.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Como Ash 01 1S,,,,,,,,,deny,manual,123.04,307.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Como Ash 03 1S,,,,,,,,,deny,manual,123.04,307.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Ida 01 2S,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Ida 03 2S,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Roble Muratti 01 2S,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Roble Muratti 04 2S,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Gris Nube Zenit 1S,,,,,,,,,deny,manual,176.84,442.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Factory 01 1S,,,,,,,,,deny,manual,127.96,319.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Factory 02 1S,,,,,,,,,deny,manual,127.96,319.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Sand Gladstone Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Grey-Beige Gladstone Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Brown Tossini Elm,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Tobacco Gladstone Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Tobacco Halifax Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Black Halifax Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Natural Halifax Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL3,,,,,,,,Material,White Halifax Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,"Base Column 6""W 34.5""H 24""D (BCOL6)",,,,,,,Material,Pearl White HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
Cuppowood-BCOL6,,,,,,,,Material,Winter Frost SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Sun Grey HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Sun Grey SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Stone Grey HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Stone Grey SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Eclipse HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Eclipse SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Royal Blue HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Royal Blue SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Majestic HG,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Majestic SM,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Brushed Aluminum,,,,,,,,,deny,manual,107.52,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,River Rock,,,,,,,,,deny,manual,107.52,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Sheer Beauty,,,,,,,,,deny,manual,107.52,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Fashionista,,,,,,,,,deny,manual,107.52,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,The Chameleon,,,,,,,,,deny,manual,107.52,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Weekend Getaway,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Winter Fun,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Casting at First Light,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Sugar on Ice,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Gris Nube HG 1S,,,,,,,,,deny,manual,176.84,442.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Olmo HG 1S ,,,,,,,,,deny,manual,176.84,442.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Como Ash 01 1S,,,,,,,,,deny,manual,123.04,307.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Como Ash 03 1S,,,,,,,,,deny,manual,123.04,307.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Ida 01 2S,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Ida 03 2S,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Roble Muratti 01 2S,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Roble Muratti 04 2S,,,,,,,,,deny,manual,113.98,284.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Gris Nube Zenit 1S,,,,,,,,,deny,manual,176.84,442.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Factory 01 1S,,,,,,,,,deny,manual,127.96,319.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Factory 02 1S,,,,,,,,,deny,manual,127.96,319.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Sand Gladstone Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Grey-Beige Gladstone Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Brown Tossini Elm,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Tobacco Gladstone Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Tobacco Halifax Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Black Halifax Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,Natural Halifax Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BCOL6,,,,,,,,Material,White Halifax Oak,,,,,,,,,deny,manual,144.8,362.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,"Base Filler 3""W 30""H 0.75""D (BF330)",,,,,,,Material,Pearl White HG,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
Cuppowood-BF330,,,,,,,,Material,Winter Frost SM,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Sun Grey HG,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Sun Grey SM,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Stone Grey HG,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Stone Grey SM,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Eclipse HG,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Eclipse SM,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Royal Blue HG,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Royal Blue SM,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Majestic HG,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Majestic SM,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Brushed Aluminum,,,,,,,,,deny,manual,19.47,48.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,River Rock,,,,,,,,,deny,manual,19.47,48.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Sheer Beauty,,,,,,,,,deny,manual,19.47,48.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Fashionista,,,,,,,,,deny,manual,19.47,48.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,The Chameleon,,,,,,,,,deny,manual,19.47,48.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Weekend Getaway,,,,,,,,,deny,manual,20.64,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Winter Fun,,,,,,,,,deny,manual,20.64,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Casting at First Light,,,,,,,,,deny,manual,20.64,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Sugar on Ice,,,,,,,,,deny,manual,20.64,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Gris Nube HG 1S,,,,,,,,,deny,manual,33.12,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Olmo HG 1S ,,,,,,,,,deny,manual,33.12,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Como Ash 01 1S,,,,,,,,,deny,manual,22.44,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Como Ash 03 1S,,,,,,,,,deny,manual,22.44,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Ida 01 2S,,,,,,,,,deny,manual,20.64,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Ida 03 2S,,,,,,,,,deny,manual,20.64,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Roble Muratti 01 2S,,,,,,,,,deny,manual,20.64,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Roble Muratti 04 2S,,,,,,,,,deny,manual,20.64,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Gris Nube Zenit 1S,,,,,,,,,deny,manual,33.12,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Factory 01 1S,,,,,,,,,deny,manual,23.34,58.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Factory 02 1S,,,,,,,,,deny,manual,23.34,58.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Sand Gladstone Oak,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Grey-Beige Gladstone Oak,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Brown Tossini Elm,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuppowood-BF330,,,,,,,,Material,Tobacco Gladstone Oak,,,,,,,,,deny,manual,26.76,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
