Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
Cuppowood-BP3596,,,,,,,,Material,Majestic HG,,,,,BP3596-MDPE3074-181S90,,,,deny,manual,507.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--MajesticHG.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Majestic SM,,,,,BP3596-MDPE3074-181S36,,,,deny,manual,507.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--MajesticSM.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Brushed Aluminum,,,,,BP3596-PBME0474T-192S58,,,,deny,manual,369.15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--BrushedAluminum.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,River Rock,,,,,BP3596-PBME0538T-192S75,,,,deny,manual,369.15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--RiverRock.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Sheer Beauty,,,,,BP3596-PBME0581T-192S77,,,,deny,manual,369.15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--SheerBeauty.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Fashionista,,,,,BP3596-PBME0582T-192S77,,,,deny,manual,369.15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--Fashionista.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,The Chameleon,,,,,BP3596-PBME0584T-192S77,,,,deny,manual,369.15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--TheChameleon.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Weekend Getaway,,,,,BP3596-PBME2003T-192S12,,,,deny,manual,391.3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--WeekendGetaway.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Winter Fun,,,,,BP3596-PBME2004T-192S12,,,,deny,manual,391.3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--WinterFun.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Casting at First Light,,,,,BP3596-PBME2007T-192S12,,,,deny,manual,391.3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--CastingatFirstLight.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Sugar on Ice,,,,,BP3596-PBME2014T-192S12,,,,deny,manual,391.3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--SugaronIce.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Gris Nube HG 1S,,,,,BP3596-MDMENUBEA-181S90,,,,deny,manual,627.9,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--GrisNubeHG1S.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Olmo HG 1S ,,,,,BP3596-MDMEOLMOA-181S90,,,,deny,manual,627.9,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--OlmoHG1S.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Como Ash 01 1S,,,,,BP3596-PBMECA01A-181S12,,,,deny,manual,425.43,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--ComoAsh011S.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Como Ash 03 1S,,,,,BP3596-PBMECA03A-181S12,,,,deny,manual,425.43,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--ComoAsh031S.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Ida 01 2S,,,,,BP3596-PBMEID01A-182S12,,,,deny,manual,391.3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--Ida012S.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Ida 03 2S,,,,,BP3596-PBMEID03A-182S12,,,,deny,manual,391.3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--Ida032S.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Roble Muratti 01 2S,,,,,BP3596-PBMEMU01A-182S12,,,,deny,manual,391.3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--RobleMuratti012S.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Roble Muratti 04 2S,,,,,BP3596-PBMEMU04A-182S12,,,,deny,manual,391.3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--RobleMuratti042S.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Gris Nube Zenit 1S,,,,,BP3596-MDMENUBEA-181S36,,,,deny,manual,627.9,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--GrisNubeZenit1S.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Factory 01 1S,,,,,BP3596-PBME0F01-181S72,,,,deny,manual,442.45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--Factory011S.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Factory 02 1S,,,,,BP3596-PBME0F02-181S72,,,,deny,manual,442.45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--Factory021S.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Sand Gladstone Oak,,,,,BP3596-H3309 ST28,,,,deny,manual,507.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--SandGladstoneOak.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Grey-Beige Gladstone Oak,,,,,BP3596-H3326 ST28,,,,deny,manual,507.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--GreyBeigeGladstoneOak.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Brown Tossini Elm,,,,,BP3596-H1212 ST33,,,,deny,manual,507.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--BrownTossiniElm.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Tobacco Gladstone Oak,,,,,BP3596-H3325 ST28,,,,deny,manual,507.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--TobaccoGladstoneOak.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Tobacco Halifax Oak,,,,,BP3596-H1181 ST37,,,,deny,manual,507.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--TobaccoHalifaxOak.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Black Halifax Oak,,,,,BP3596-H3182 ST37,,,,deny,manual,507.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--BlackHalifaxOak.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,Natural Halifax Oak,,,,,BP3596-H1180 ST37,,,,deny,manual,507.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--NaturalHalifaxOak.jpg,g,,,,,
Cuppowood-BP3596,,,,,,,,Material,White Halifax Oak,,,,,BP3596-H1176 ST37,,,,deny,manual,507.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BP_back--WhiteHalifaxOak.jpg,g,,,,,
Cuppowood-BCOL3,"Base Column 3""W 34.5""H 24""D (BCOL3)","Width:3, Height:34.5, Depth:24",,Furniture > Cabinets & Storage > Kitchen Cabinets,Column,"base_column, 3W, 34.5H, D24D, base, accessories",,Material,Pearl White HG,,,,,BCOL3-MDPE3004-181S90,,,,deny,manual,362.01,,TRUE,TRUE,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/Accessorise/BCOL.jpg,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--PearlWhiteHG.jpg,g,,,,,active
Cuppowood-BCOL3,,,,,,,,Material,Winter Frost SM,,,,,BCOL3-MDPE3035-181S36,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--WinterFrostSM.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Sun Grey HG,,,,,BCOL3-MDPE3033-181S90,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--SunGreyHG.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Sun Grey SM,,,,,BCOL3-MDPE3033-181S36,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--SunGreySM.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Stone Grey HG,,,,,BCOL3-MDPE3020-181S90,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--StoneGreyHG.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Stone Grey SM,,,,,BCOL3-MDPE3020-181S36,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--StoneGreySM.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Eclipse HG,,,,,BCOL3-MDPE3023-181S90,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--EclipseHG.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Eclipse SM,,,,,BCOL3-MDPE3023-181S36,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--EclipseSM.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Royal Blue HG,,,,,BCOL3-MDPE3070-181S90,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--RoyalBlueHG.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Royal Blue SM,,,,,BCOL3-MDPE3070-181S36,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--RoyalBlueSM.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Majestic HG,,,,,BCOL3-MDPE3074-181S90,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--MajesticHG.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Majestic SM,,,,,BCOL3-MDPE3074-181S36,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--MajesticSM.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Brushed Aluminum,,,,,BCOL3-PBME0474T-192S58,,,,deny,manual,268.81,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--BrushedAluminum.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,River Rock,,,,,BCOL3-PBME0538T-192S75,,,,deny,manual,268.81,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--RiverRock.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Sheer Beauty,,,,,BCOL3-PBME0581T-192S77,,,,deny,manual,268.81,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--SheerBeauty.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Fashionista,,,,,BCOL3-PBME0582T-192S77,,,,deny,manual,268.81,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--Fashionista.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,The Chameleon,,,,,BCOL3-PBME0584T-192S77,,,,deny,manual,268.81,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--TheChameleon.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Weekend Getaway,,,,,BCOL3-PBME2003T-192S12,,,,deny,manual,284.94,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--WeekendGetaway.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Winter Fun,,,,,BCOL3-PBME2004T-192S12,,,,deny,manual,284.94,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--WinterFun.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Casting at First Light,,,,,BCOL3-PBME2007T-192S12,,,,deny,manual,284.94,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--CastingatFirstLight.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Sugar on Ice,,,,,BCOL3-PBME2014T-192S12,,,,deny,manual,284.94,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--SugaronIce.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Gris Nube HG 1S,,,,,BCOL3-MDMENUBEA-181S90,,,,deny,manual,442.11,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--GrisNubeHG1S.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Olmo HG 1S ,,,,,BCOL3-MDMEOLMOA-181S90,,,,deny,manual,442.11,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--OlmoHG1S.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Como Ash 01 1S,,,,,BCOL3-PBMECA01A-181S12,,,,deny,manual,307.6,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--ComoAsh011S.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Como Ash 03 1S,,,,,BCOL3-PBMECA03A-181S12,,,,deny,manual,307.6,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--ComoAsh031S.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Ida 01 2S,,,,,BCOL3-PBMEID01A-182S12,,,,deny,manual,284.94,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--Ida012S.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Ida 03 2S,,,,,BCOL3-PBMEID03A-182S12,,,,deny,manual,284.94,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--Ida032S.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Roble Muratti 01 2S,,,,,BCOL3-PBMEMU01A-182S12,,,,deny,manual,284.94,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--RobleMuratti012S.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Roble Muratti 04 2S,,,,,BCOL3-PBMEMU04A-182S12,,,,deny,manual,284.94,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--RobleMuratti042S.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Gris Nube Zenit 1S,,,,,BCOL3-MDMENUBEA-181S36,,,,deny,manual,442.11,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--GrisNubeZenit1S.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Factory 01 1S,,,,,BCOL3-PBME0F01-181S72,,,,deny,manual,319.9,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--Factory011S.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Factory 02 1S,,,,,BCOL3-PBME0F02-181S72,,,,deny,manual,319.9,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--Factory021S.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Sand Gladstone Oak,,,,,BCOL3-H3309 ST28,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--SandGladstoneOak.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Grey-Beige Gladstone Oak,,,,,BCOL3-H3326 ST28,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--GreyBeigeGladstoneOak.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Brown Tossini Elm,,,,,BCOL3-H1212 ST33,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--BrownTossiniElm.jpg,g,,,,,
Cuppowood-BCOL3,,,,,,,,Material,Tobacco Gladstone Oak,,,,,BCOL3-H3325 ST28,,,,deny,manual,362.01,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://s3.us-east-2.amazonaws.com/static.spaice.ca/share/cuppowood/AccConcatPhoto/BCOL--TobaccoGladstoneOak.jpg,g,,,,,
