Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
Cuppowood-W093012,,,,,,,,Material,Grey-Beige Gladstone Oak,,,,,W093012-H3326 ST28,,,,deny,manual,222.27,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Brown Tossini Elm,,,,,W093012-H1212 ST33,,,,deny,manual,222.27,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Tobacco Gladstone Oak,,,,,W093012-H3325 ST28,,,,deny,manual,222.27,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Tobacco Halifax Oak,,,,,W093012-H1181 ST37,,,,deny,manual,222.27,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Black Halifax Oak,,,,,W093012-H3182 ST37,,,,deny,manual,222.27,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Natural Halifax Oak,,,,,W093012-H1180 ST37,,,,deny,manual,222.27,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,White Halifax Oak,,,,,W093012-H1176 ST37,,,,deny,manual,222.27,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Pearl White HG,,,,,W093012-MDPE3004-181S90,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Winter Frost SM,,,,,W093012-MDPE3035-181S36,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Sun Grey HG,,,,,W093012-MDPE3033-181S90,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Sun Grey SM,,,,,W093012-MDPE3033-181S36,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Stone Grey HG,,,,,W093012-MDPE3020-181S90,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Stone Grey SM,,,,,W093012-MDPE3020-181S36,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Eclipse  HG,,,,,W093012-MDPE3023-181S90,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Eclipse  SM,,,,,W093012-MDPE3023-181S36,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Royal Blue HG,,,,,W093012-MDPE3070-181S90,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Royal Blue SM,,,,,W093012-MDPE3070-181S36,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Majestic HG,,,,,W093012-MDPE3074-181S90,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Majestic SM,,,,,W093012-MDPE3074-181S36,,,,deny,manual,233.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Ida 01,,,,,W093012-PBMEID01A-182S12,,,,deny,manual,213.13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Ida 03,,,,,W093012-PBMEID03A-182S12,,,,deny,manual,213.13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Roble Muratti 01,,,,,W093012-PBMEMU01A-182S12,,,,deny,manual,213.13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Roble Muratti 04,,,,,W093012-PBMEMU04A-182S12,,,,deny,manual,213.13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Factory 01,,,,,W093012-PBME0F01-181S72,,,,deny,manual,222.27,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Factory 02,,,,,W093012-PBME0F02-181S72,,,,deny,manual,222.27,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Como Ash 01,,,,,W093012-PBMECA01A-181S12,,,,deny,manual,222.27,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Como Ash 03,,,,,W093012-PBMECA03A-181S12,,,,deny,manual,222.27,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Gris Nube Zenit,,,,,W093012-MDMENUBEA-181S36,,,,deny,manual,263.13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Gris Nube HG,,,,,W093012-MDMENUBEA-181S90,,,,deny,manual,263.13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W093012,,,,,,,,Material,Olmo HG,,,,,W093012-MDMEOLMOA-181S90,,,,deny,manual,263.13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,W123012,,,,,,,Material,Brushed Aluminum,,,,,W123012-PBME0474T-192S58,,,,deny,manual,233.82,,TRUE,TRUE,,,1,,,,,,,,,,,,,,,,,,,g,,,,,active
Cuppowood-W123012,,,,,,,,Material,River Rock,,,,,W123012-PBME0538T-192S75,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Sheer Beauty,,,,,W123012-PBME0581T-192S77,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Fashionista,,,,,W123012-PBME0582T-192S77,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,The Chameleon,,,,,W123012-PBME0584T-192S77,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Weekend Getaway,,,,,W123012-PBME2003T-192S12,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Winter Fun,,,,,W123012-PBME2004T-192S12,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Casting at First Light,,,,,W123012-PBME2007T-192S12,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Sugar on Ice,,,,,W123012-PBME2014T-192S12,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Sand Gladstone Oak,,,,,W123012-H3309 ST28,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Grey-Beige Gladstone Oak,,,,,W123012-H3326 ST28,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Brown Tossini Elm,,,,,W123012-H1212 ST33,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Tobacco Gladstone Oak,,,,,W123012-H3325 ST28,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Tobacco Halifax Oak,,,,,W123012-H1181 ST37,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Black Halifax Oak,,,,,W123012-H3182 ST37,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Natural Halifax Oak,,,,,W123012-H1180 ST37,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,White Halifax Oak,,,,,W123012-H1176 ST37,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Pearl White HG,,,,,W123012-MDPE3004-181S90,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Winter Frost SM,,,,,W123012-MDPE3035-181S36,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Sun Grey HG,,,,,W123012-MDPE3033-181S90,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Sun Grey SM,,,,,W123012-MDPE3033-181S36,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Stone Grey HG,,,,,W123012-MDPE3020-181S90,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Stone Grey SM,,,,,W123012-MDPE3020-181S36,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Eclipse  HG,,,,,W123012-MDPE3023-181S90,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Eclipse  SM,,,,,W123012-MDPE3023-181S36,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Royal Blue HG,,,,,W123012-MDPE3070-181S90,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Royal Blue SM,,,,,W123012-MDPE3070-181S36,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Majestic HG,,,,,W123012-MDPE3074-181S90,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Majestic SM,,,,,W123012-MDPE3074-181S36,,,,deny,manual,257.31,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Ida 01,,,,,W123012-PBMEID01A-182S12,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Ida 03,,,,,W123012-PBMEID03A-182S12,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Roble Muratti 01,,,,,W123012-PBMEMU01A-182S12,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Roble Muratti 04,,,,,W123012-PBMEMU04A-182S12,,,,deny,manual,233.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Factory 01,,,,,W123012-PBME0F01-181S72,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Factory 02,,,,,W123012-PBME0F02-181S72,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Como Ash 01,,,,,W123012-PBMECA01A-181S12,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Como Ash 03,,,,,W123012-PBMECA03A-181S12,,,,deny,manual,243.82,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Gris Nube Zenit,,,,,W123012-MDMENUBEA-181S36,,,,deny,manual,293.23,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Gris Nube HG,,,,,W123012-MDMENUBEA-181S90,,,,deny,manual,293.23,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W123012,,,,,,,,Material,Olmo HG,,,,,W123012-MDMEOLMOA-181S90,,,,deny,manual,293.23,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,W153012,,,,,,,Material,Brushed Aluminum,,,,,W153012-PBME0474T-192S58,,,,deny,manual,276.22,,TRUE,TRUE,,,1,,,,,,,,,,,,,,,,,,,g,,,,,active
Cuppowood-W153012,,,,,,,,Material,River Rock,,,,,W153012-PBME0538T-192S75,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Sheer Beauty,,,,,W153012-PBME0581T-192S77,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Fashionista,,,,,W153012-PBME0582T-192S77,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,The Chameleon,,,,,W153012-PBME0584T-192S77,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Weekend Getaway,,,,,W153012-PBME2003T-192S12,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Winter Fun,,,,,W153012-PBME2004T-192S12,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Casting at First Light,,,,,W153012-PBME2007T-192S12,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Sugar on Ice,,,,,W153012-PBME2014T-192S12,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Sand Gladstone Oak,,,,,W153012-H3309 ST28,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Grey-Beige Gladstone Oak,,,,,W153012-H3326 ST28,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Brown Tossini Elm,,,,,W153012-H1212 ST33,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Tobacco Gladstone Oak,,,,,W153012-H3325 ST28,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Tobacco Halifax Oak,,,,,W153012-H1181 ST37,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Black Halifax Oak,,,,,W153012-H3182 ST37,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Natural Halifax Oak,,,,,W153012-H1180 ST37,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,White Halifax Oak,,,,,W153012-H1176 ST37,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Pearl White HG,,,,,W153012-MDPE3004-181S90,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Winter Frost SM,,,,,W153012-MDPE3035-181S36,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Sun Grey HG,,,,,W153012-MDPE3033-181S90,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Sun Grey SM,,,,,W153012-MDPE3033-181S36,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Stone Grey HG,,,,,W153012-MDPE3020-181S90,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Stone Grey SM,,,,,W153012-MDPE3020-181S36,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Eclipse  HG,,,,,W153012-MDPE3023-181S90,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Eclipse  SM,,,,,W153012-MDPE3023-181S36,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Royal Blue HG,,,,,W153012-MDPE3070-181S90,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Royal Blue SM,,,,,W153012-MDPE3070-181S36,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Majestic HG,,,,,W153012-MDPE3074-181S90,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Majestic SM,,,,,W153012-MDPE3074-181S36,,,,deny,manual,303.33,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Ida 01,,,,,W153012-PBMEID01A-182S12,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Ida 03,,,,,W153012-PBMEID03A-182S12,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Roble Muratti 01,,,,,W153012-PBMEMU01A-182S12,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Roble Muratti 04,,,,,W153012-PBMEMU04A-182S12,,,,deny,manual,276.22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Factory 01,,,,,W153012-PBME0F01-181S72,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Factory 02,,,,,W153012-PBME0F02-181S72,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Como Ash 01,,,,,W153012-PBMECA01A-181S12,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Como Ash 03,,,,,W153012-PBMECA03A-181S12,,,,deny,manual,287.12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Gris Nube Zenit,,,,,W153012-MDMENUBEA-181S36,,,,deny,manual,347.46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Gris Nube HG,,,,,W153012-MDMENUBEA-181S90,,,,deny,manual,347.46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W153012,,,,,,,,Material,Olmo HG,,,,,W153012-MDMEOLMOA-181S90,,,,deny,manual,347.46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W183012,W183012,,,,,,,Material,Brushed Aluminum,,,,,W183012-PBME0474T-192S58,,,,deny,manual,288.46,,TRUE,TRUE,,,1,,,,,,,,,,,,,,,,,,,g,,,,,active
Cuppowood-W183012,,,,,,,,Material,River Rock,,,,,W183012-PBME0538T-192S75,,,,deny,manual,288.46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W183012,,,,,,,,Material,Sheer Beauty,,,,,W183012-PBME0581T-192S77,,,,deny,manual,288.46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W183012,,,,,,,,Material,Fashionista,,,,,W183012-PBME0582T-192S77,,,,deny,manual,288.46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W183012,,,,,,,,Material,The Chameleon,,,,,W183012-PBME0584T-192S77,,,,deny,manual,288.46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W183012,,,,,,,,Material,Weekend Getaway,,,,,W183012-PBME2003T-192S12,,,,deny,manual,288.46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W183012,,,,,,,,Material,Winter Fun,,,,,W183012-PBME2004T-192S12,,,,deny,manual,288.46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W183012,,,,,,,,Material,Casting at First Light,,,,,W183012-PBME2007T-192S12,,,,deny,manual,288.46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
Cuppowood-W183012,,,,,,,,Material,Sugar on Ice,,,,,W183012-PBME2014T-192S12,,,,deny,manual,288.46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,,,
